area,bedrooms,garage,address,district,type,total
120,4,0,Rua Murutinga,Jardim Oriental,Casa,5522
69,1,0,Rua Francisco Borges,Bom Retiro,Apartamento,2020
56,1,1,Alameda dos Jurupis,Moema,Apartamento,5884
67,3,1,Avenida Sebastião Henriques,Vila Siqueira (zona Norte),Apartamento,3817
29,1,0,Avenida São João,República,Apartamento,1792
46,1,2,Rua do Paraíso,Paraíso,Studio e kitnet,4304
40,1,0,Rua Ouricuri,Vila Formosa,Casa em condomínio,834
150,3,1,Rua Bela Cintra,Consolação,Apartamento,7949
35,1,0,Rua Conselheiro Furtado,Liberdade,Studio e kitnet,1923
57,2,1,Rua Angá,Vila Formosa,Apartamento,2902
52,2,1,Avenida Nova Cantareira,Tucuruvi,Apartamento,2425
63,2,0,Avenida Tiradentes,Jardim das Nações,Apartamento,1962
40,1,1,Rua Carolina Soares,Vila Diva (zona Norte),Apartamento,2962
150,2,2,Rua Chamantá,Vila Prudente,Casa,5058
28,1,0,Rua Amadis,Ipiranga,Apartamento,1418
170,2,2,Alameda Lorena,Jardim Paulista,Apartamento,9960
26,1,0,Rua Tabatinguera,Sé,Apartamento,1339
70,2,1,Avenida Brumado de Minas,Jardim Independência (são Paulo),Casa,1960
50,1,0,Rua Santa Archélia,Jardim Casablanca,Casa,938
60,2,2,Rua das Aroeiras,Jardim,Apartamento,2857
50,2,2,Rua Abdo Ambuba,Vila Andrade,Apartamento,3084
79,3,2,Rua Marquês de Valença,Alto da Mooca,Apartamento,4228
38,1,1,Avenida Gago Coutinho,Santa Maria,Casa,932
45,1,1,Rua Castilho,Brooklin Paulista,Apartamento,4250
52,1,1,Rua Marechal Hermes da Fonseca,Santana,Apartamento,2004
60,2,1,Rua Liestal,Lauzane Paulista,Apartamento,2569
128,2,2,Rua Édison,Campo Belo,Apartamento,9901
69,2,2,Rua Tonelero,Vila Ipojuca,Apartamento,5350
55,1,0,Rua Santa Isabel,Vila Buarque,Apartamento,2112
57,2,1,Rua Aimberê,Sumaré,Apartamento,5646
56,2,0,Praça Conceição do Herval,Chácara Santo Antônio (zona Leste),Apartamento,1618
145,4,2,Rua França Pinto,Vila Mariana,Apartamento,9027
34,2,0,Rua Amaral Gurgel,Vila Buarque,Apartamento,3271
56,2,1,Avenida Salgado Filho,Centro,Apartamento,1522
12,1,0,Rua Renato,Vila Ré,Studio e kitnet,987
220,2,0,Alameda Arlíndo Farias,Jardim Pazini,Casa,2576
82,2,1,Rua Geishofer,Jardim Baruch,Apartamento,1617
70,2,1,Rua Doutor Oscár Bernardes,Vila Palmares,Casa,1380
330,3,2,Rua Maratona,Vila Alexandria,Casa,6335
55,2,1,Avenida Yervant Kissajikian,Vila Constancia,Apartamento,2591
198,3,3,Rua Mangaratú,Casa Verde,Casa,3324
53,2,1,Rua Glicério,Liberdade,Apartamento,3375
249,4,4,Rua Álvaro Alvin,Cipava,Casa,7897
22,1,0,Avenida Roque Petroni Júnior,Jardim das Acácias,Studio e kitnet,4521
120,2,1,Rua Cinco de Outubro,Americanópolis,Casa,1924
182,4,3,Rua Professor Lúcio Martins Rodrigues,Vila Sonia,Apartamento,13050
175,2,2,Marcos Pereira,Jardim Leonor,Apartamento,3258
45,1,0,Rua General Glicério,Centro,Apartamento,1854
72,3,1,Rua Tapari,Vila Esperança,Apartamento,4000
82,1,2,Avenida José Galante,Vila Suzana,Apartamento,6225
33,1,0,Avenida do Oratório,Jardim Angela (zona Leste),Apartamento,1100
90,2,1,Rua Padre Sabóia de Medeiros,Vila Maria Alta,Casa,1713
28,1,0,Rua Joaquim Távora,Vila Mariana,Studio e kitnet,3876
60,2,0,Rua Francisco Vieira Bueno,Vila Primavera,Casa,1467
310,5,6,Avenida Giovanni Gronchi,Morumbi,Casa,13790
26,1,0,Rua Fernão Dias,Pinheiros,Apartamento,3948
30,1,0,Rua do Lavapés,Cambuci,Apartamento,1850
32,1,0,Rua Helena Zerrener,Liberdade,Studio e kitnet,1255
73,3,2,Rua Abagiba,Vila da Saúde,Apartamento,4018
10,1,0,Rua das Palmeiras,Vila Buarque,Studio e kitnet,2136
46,2,1,Via Transversal Sul,Novo Osasco,Apartamento,2193
30,1,1,Avenida Jamaris,Planalto Paulista,Studio e kitnet,3728
130,3,3,Rua Joana Avancini Prado,Jardim Lallo,Casa,2710
28,1,0,Rua Mariano Procópio,Ipiranga,Apartamento,3370
169,3,0,Rua Santo Amaro,Bela Vista,Apartamento,3843
100,2,6,Rua Gonçalo Pires,Vila Sonia,Casa,3542
65,2,0,Rua Senador César Lacerda Vergueiro,Sumarezinho,Apartamento,3355
85,2,2,Rua Doutor Nicolau de Sousa Queirós,Vila Mariana,Apartamento,17190
19,1,0,Rua Coronel Mursa,Brás,Casa em condomínio,2216
38,1,0,Rua Princesa Isabel,Brooklin Paulista,Apartamento,3151
85,2,1,Rua Maria Antônia,Vila Buarque,Apartamento,4469
22,1,0,Avenida Senador Queirós,Centro Histórico de São Paulo,Studio e kitnet,2321
20,1,0,Rua Freire Farto,Jabaquara,Casa,1170
47,2,1,Rua Artur Rodrigues Alcântara,Jardim Vila Galvão,Apartamento,2861
150,3,1,Rua Guarará,Jardim Paulista,Apartamento,9806
37,1,0,Praça Pedro Lessa,Centro Histórico de São Paulo,Studio e kitnet,3010
49,2,1,Rua Professor Luis Eulálio de Bueno Vidigal,Centro,Apartamento,3057
62,2,1,Avenida Joaquina Ramalho,Vila Guilherme,Apartamento,2948
160,3,3,Avenida Pompéia,Pompeia,Casa,4950
200,3,0,Rua Panônia,Jardim Colombo,Casa em condomínio,3536
62,2,1,Rua Alves de Almeida,Chácara Belenzinho,Casa em condomínio,2479
86,2,1,Rua Diana,Perdizes,Apartamento,3763
63,2,1,Rua Domingos Afonso,Vila Santa Clara,Apartamento,5607
50,2,0,Rua das Heras,Vila Lucia,Apartamento,1878
160,3,1,Rua Carapocaia,Vila Isolina Mazzei,Casa,3056
110,3,2,Rua Campos Belos,Vila Rosalia,Casa,5462
80,1,1,Rua Padre João Manuel,Cerqueira César,Apartamento,7754
330,3,3,Rua São José,Santo Amaro,Apartamento,18150
35,1,0,Avenida Junta Mizumoto,Jardim Peri Peri,Apartamento,2587
166,3,3,Rua Benedita Aparecida Nogueira,Cidade Intercap,Casa,3465
34,1,1,Rua Eugênio de Medeiros,Pinheiros,Studio e kitnet,5582
52,1,0,Rua Brigadeiro Tobias,Centro Histórico de São Paulo,Apartamento,1638
20,1,0,Rua Aguiar de Barros,Bela Vista,Studio e kitnet,2489
200,3,1,Rua Iracema Senna Cerqueira dos Santos,Cidade Intercap,Casa,2731
70,2,1,Rua Consolação,Cerqueira César,Apartamento,4858
50,1,0,Rua Princesa Isabel,Canhema,Casa,830
62,2,1,Avenida da Paz,Jardim São Judas Tadeu,Apartamento,2337
52,2,1,Avenida Guarulhos,Ponte Grande,Apartamento,2761
50,1,0,Rua Canuto do Val,Vila Buarque,Apartamento,3328
200,3,4,Rua Doutor Saulo de Castro Bicudo,Jardim Maria Rita,Casa,4200
34,2,0,Rua São Quirino,Vila Guilherme,Apartamento,1858
130,3,1,Avenida 23 de Maio,Vila Mariana,Apartamento,7591
340,4,6,Alameda Campinas,Alphaville,Casa em condomínio,17190
100,2,3,Rua Professora Gioconda Mussolini,Vila Gomes,Casa,4583
60,2,0,Rua Aurélia,Vila Romana,Casa,2005
40,1,0,Rua Francisco Shigueki Nomura,Imirim,Apartamento,890
78,3,2,Rua Padre Feliciano Domingues,Jardim Mariliza,Apartamento,6433
40,1,1,Alameda Ministro Rocha Azevedo,Cerqueira César,Studio e kitnet,7591
68,2,1,Rua Heitor Peixoto,Cambuci,Apartamento,5860
25,1,0,Rua Amaral Gurgel,Vila Buarque,Apartamento,2831
25,1,0,Avenida Jabaquara,Mirandópolis,Studio e kitnet,3176
24,1,0,Avenida Álvaro Ramos,Belenzinho,Studio e kitnet,2378
220,3,4,Rua Luiz Antônio Gonçalves,Vila Campanela,Casa,2326
60,2,0,Rua Albion,Lapa,Casa,2554
199,4,2,Rua Flávio Iazzetti,Parque dos Principes,Casa,7510
57,1,1,Rua Dona Antônia de Queirós,Consolação,Apartamento,5464
70,2,0,Avenida João Dias,Santo Amaro,Apartamento,3116
53,1,1,Rua Jaceru,Vila Gertrudes,Apartamento,5404
130,3,1,Rua Palestina,Vila Mascote,Casa,4311
28,1,0,Praça da República,República,Studio e kitnet,3211
42,1,1,Rua Danúbio Azul,Jardim Guanca,Casa,1092
59,2,1,Rua Leopoldo Miguez,Cambuci,Apartamento,2397
250,4,2,Rua Marituba,Chácara Monte Alegre,Casa,11030
98,2,2,Rua Doutor Luiz Migliano,Jardim Caboré,Apartamento,6044
42,1,0,Avenida Joaquina Ramalho,Vila Guilherme,Studio e kitnet,1677
67,2,1,Rua Tapiraí,Vila Isolina Mazzei,Apartamento,3695
42,2,1,Rua Antônio de Almeida Naves,Cidade dos Bandeirantes,Apartamento,2706
125,2,1,Rua Luís Simões,Piqueri,Casa,2502
65,2,1,Avenida Coronel Francisco Júlio César Alfieri,Vila São Paulo,Apartamento,2562
70,3,2,Avenida Miguel Estefno,Saúde,Apartamento,4999
75,2,2,Avenida Brigadeiro Luís Antônio,Jardim Paulista,Apartamento,6992
70,1,2,Rua Alexandre Benois,Vila Andrade,Apartamento,3728
105,2,1,Rua Coronel Oscar Porto,Paraíso,Apartamento,5861
92,2,2,Avenida Delmar,Alphaville Empresarial,Apartamento,7141
135,3,4,Rua Corinto de Toledo,Parque Jabaquara,Casa,7051
45,1,0,"Jaguaré, São Paulo - Sp, 05334-080, Brasil",Jaguaré,Casa,834
43,1,1,Rua Estado de Israel,Vila Clementino,Apartamento,5248
175,3,2,Alameda Afonso Schmidt,Santa Teresinha,Casa,4141
60,2,0,Rua Piraçununga,Vila Bertioga,Studio e kitnet,1393
40,2,0,Rua Dom Joaquim de Oliveira,Cidade Patriarca,Apartamento,1708
34,2,0,Rua Amandaú,Parada Inglesa,Apartamento,2246
85,2,1,Rua Algarobeira,Vila Iório,Casa,2191
400,4,4,Rua República do Iraque,Brooklin Paulista,Casa em condomínio,18690
124,3,2,Rua Montes Aureos,Penha de França,Apartamento,4283
55,2,1,Rua Nelson Gama de Oliveira,Vila Andrade,Apartamento,3836
63,2,1,Avenida do Cursino,Vila Moraes,Apartamento,2993
50,2,0,Rua Tenente Coronel José Joaquim Correia de Arruda,Vila Portuguesa,Casa,1576
50,2,1,Rua Coronel Francisco Júlio César Alfieri,Vila Sao Paulo,Apartamento,2134
25,1,0,Rua Valson Lopes,Vila Butantã,Apartamento,2602
65,2,1,Avenida Interlagos,Jardim Marajoara,Apartamento,3992
39,1,0,Rua Rego Freitas,República,Apartamento,1865
95,2,1,Rua São Benedito,Santo Amaro,Apartamento,3540
96,3,2,Rua Brigadeiro Galvão,Barra Funda,Apartamento,8146
212,4,3,Rua Nelson,Vila Isolina Mazzei,Casa,3910
162,3,3,Avenida Jandira,Indianópolis,Apartamento,13570
67,2,1,Avenida Celso Garcia,Tatuapé,Apartamento,5716
200,3,2,Rua Bela Cintra,Consolação,Apartamento,21700
60,2,1,Rua Joaquim Ferreira,Água Branca,Apartamento,4686
83,2,1,Rua Tucunduva,Vila São Vicente,Apartamento,2802
55,2,1,Rua Coronel Bento Bicudo,Piqueri,Apartamento,2075
65,2,2,Avenida Flora,Jaguaribe,Apartamento,3002
31,1,0,Rua Aldeia Paracanti,Vila Ré,Apartamento,2394
55,2,1,Rua Barata Ribeiro,Bela Vista,Apartamento,3835
51,2,1,Avenida Escola Politécnica,Lajeado,Apartamento,2549
142,3,2,Rua Caraíbas,Pompeia,Apartamento,10210
140,3,0,Rua Sebastião Paes,Nova Piraju,Casa,4092
180,4,4,Rua Plínio Salgado,Jardim Peri Peri,Casa,6035
50,2,1,Avenida Presidente Joao Goulart,Umuarama,Apartamento,2718
56,2,1,Rua Djalma Pessolato,Interlagos,Apartamento,3653
198,3,3,Avenida Cásper Líbero,Vila Osasco,Casa,4368
70,2,0,Rua Aurélia,Vila Romana,Casa,2726
172,3,4,Rua Maria Názaro da Silva,Sítio Morro Grande,Casa,4313
38,1,0,Avenida Marcondes de Brito,Chácara Seis de Outubro,Apartamento,1397
31,1,0,Rua Francisca Miquelina,Bela Vista,Studio e kitnet,1613
50,2,0,Rua Ministro Roberto Cardoso Alves,Jardim Novo Santo Amaro,Apartamento,2350
62,1,0,Rua Nestor Pestana,Consolação,Apartamento,2515
20,1,0,Rua Maria Pais de Barros,Vila Marari,Studio e kitnet,588
50,2,1,Avenida Leonardo da Vinci,Vila Guarani (z Sul),Apartamento,2416
200,3,2,Alameda Canto dos Passaros,Centro Empresarial Tamboré,Apartamento,14760
111,3,0,Rua Desembargador Bandeira de Mello,Santo Amaro,Apartamento,2678
110,2,1,Rua Claudino Barbosa,Macedo,Casa,3232
60,3,1,Rua Pederneiras,Vila Palmares,Apartamento,2214
48,1,0,Rua Alexandre Gusmão,Vila Socorro,Casa,1012
30,1,0,Rua Professor João Simões,Vila Santo Estéfano,Casa,992
44,1,0,Rua Asdrúbal do Nascimento,Bela Vista,Studio e kitnet,1639
33,1,0,Praça Carlos Gomes,Centro,Studio e kitnet,1710
29,1,1,Rua Engenheiro Bianor,Butantã,Studio e kitnet,3392
37,2,0,Rua Doutor Sérgio Meira,Barra Funda,Apartamento,2620
58,2,1,Rua Curiá,Jardim Sabara,Apartamento,4145
54,2,1,Rua Paulo Andrighetti,Alto do Pari,Apartamento,3150
120,2,2,Rua Vinte E Oito de Setembro,Vila Dom Pedro I,Casa,3691
34,1,0,Rua General Jardim,Vila Buarque,Apartamento,3094
112,2,3,Alameda Campinas,Jardim Paulista,Apartamento,16580
360,6,4,Rua Vieira de Morais,Campo Belo,Casa,7366
100,3,0,Rua das Gloxíneas,Cidade Nova São Miguel,Casa,1355
120,2,2,Rua Padre Lebret,Jardim Leonor,Apartamento,5836
43,1,0,Rua Conselheiro Nébias,Campos Elíseos,Studio e kitnet,1403
400,3,3,Rua Carlos de Mesquita,Jardim Jussara,Casa,10570
90,1,1,Rua Cristiano Viana,Cerqueira César,Apartamento,6579
90,2,1,Rua Manuel Vaz,Jardim Consórcio,Casa em condomínio,4755
207,4,3,Rua Conselheiro Moreira de Barros,Santana,Apartamento,10920
57,2,0,Rua Guaianazes,Campos Elíseos,Apartamento,2018
56,2,1,Rua Mozart,Vila Rosália,Apartamento,2685
48,1,2,Avenida Doutor Guilherme Dumont Vilares,Jardim Londrina,Apartamento,2947
80,3,2,Rua Carlos Weber,Vila Leopoldina,Apartamento,4874
27,1,0,Rua São Severiano,Vila Santana,Studio e kitnet,1439
33,1,0,Rua Doutor Vila Nova,Vila Buarque,Studio e kitnet,2793
60,1,2,Rua Haddock Lobo,Cerqueira César,Apartamento,8184
200,4,2,Rua Baxiúva,Jardim Novo Santo Amaro,Casa,4365
110,4,2,Avenida Interlagos,Interlagos,Apartamento,3997
82,2,1,Rua José Maciel Neto,Jardim Maria Rosa,Apartamento,2373
40,1,1,Rua General Júlio Marcondes Salgado,Campos Elíseos,Apartamento,2568
72,2,0,Avenida Nova Cantareira,Tucuruvi,Apartamento,3078
32,2,0,Avenida Vila Ema,Vila Ema,Apartamento,1622
45,1,0,Avenida André Ramalho,Parque João Ramalho,Apartamento,1155
50,2,0,Avenida Guarulhos,Ponte Grande,Apartamento,1844
60,1,0,Rua Glicério,Liberdade,Apartamento,1530
82,2,1,Rua Otávio Lima Mendes,Jardim Rosa de Franca,Casa,1507
74,2,0,Rua Major Quedinho,Centro,Apartamento,2238
33,1,1,Avenida Jabaquara,Mirandópolis,Apartamento,2736
48,2,1,Rua Heitor Penteado,Sumarezinho,Apartamento,3558
45,1,0,Avenida Rangel Pestana,Brás,Apartamento,1674
50,2,0,Rua Almirante Brasil,Mooca,Apartamento,3766
75,2,2,Rua do Símbolo,Jardim Ampliacao,Apartamento,3334
312,5,3,Rua Brigadeiro Gavião Peixoto,Lapa,Casa,11190
52,2,1,Rua Nova Brasília,Jardim Dona Sinhá,Apartamento,1733
11,2,1,Rua Antônio Ribeiro Macedo,Vila Bancária,Apartamento,1286
200,4,3,Rua Professor Dias Castejon,Jardim Monte Kemel,Casa,5763
55,2,1,Rua Artur Prado,Bela Vista,Apartamento,4936
37,2,0,Rua Doutor Fontes de Resende,Vila Dalila,Apartamento,1760
60,2,1,Rua Piratininga,Brás,Apartamento,2968
33,1,1,Rua Teodoro Sampaio,Pinheiros,Apartamento,2741
55,2,1,Rua Henrique Casela,Jardim América da Penha,Apartamento,1825
26,1,0,Rua Manoel Dutra,Bela Vista,Studio e kitnet,2114
59,2,1,Avenida Salgado Filho,Centro,Apartamento,1524
80,1,0,Rua Cristiano Viana,Cerqueira César,Apartamento,3983
32,1,0,Rua Conselheiro Ramalho,Bela Vista,Studio e kitnet,2176
54,2,1,Rua Marquês de Lages,Vila das Merces ,Apartamento,3015
54,2,0,Rua Comprida,Vila Mazzei,Apartamento,1866
36,2,0,Rua do Bosque,Barra Funda,Apartamento,2568
63,2,2,Rua Vicente Amato Sobrinho,Jaraguá,Casa em condomínio,1572
57,2,2,Avenida Monte Celeste,Vila Santa Maria,Apartamento,2648
45,2,1,Rua Clóvis Beviláqua,Jardim Vista Alegre,Apartamento,1488
81,3,1,Avenida Ministro Petrônio Portela,Vila Amélia,Apartamento,4394
60,2,1,Rua Pio Xii,Liberdade,Apartamento,4119
35,2,0,Avenida Nordestina,Cidade Nova São Miguel,Apartamento,1512
50,1,0,Rua Santa Germana,Vila Buenos Aires,Casa em condomínio,1140
148,2,2,Rua Doutor Luiz Migliano,Jardim Vazani,Apartamento,9114
49,1,0,R. João Adolfo,Centro,Apartamento,1681
40,1,1,Rua Dona Antônia de Queirós,Consolação,Apartamento,3664
50,1,0,Rua Francisco Giuliani,Vila Brasilina,Casa,1386
48,1,1,Rua Bela Cintra,Consolação,Apartamento,3597
32,1,0,Rua Vinte E Quatro de Maio 188,Centro Histórico de São Paulo,Apartamento,1928
400,6,5,Rua Franco Alfano,Jardim Vazani,Casa,8136
42,1,1,Rua Visconde Parnaíba,Brás,Apartamento,2995
32,1,0,Rua Pedroso,Bela Vista,Apartamento,1526
24,1,0,Rua Cristiano Viana,Cerqueira César,Studio e kitnet,3691
79,2,1,Rua Conchilia,Vila Albertina,Casa,2919
60,1,1,Alameda Campinas,Jardim Paulista,Apartamento,6796
98,3,2,Rua Jocelyn Bennaton,Vila Nova Caledônia,Casa,4281
86,3,2,Rua Natal,Vila Bertioga,Apartamento,4438
40,1,0,Rua Carlos dos Santos,Jardim Brasil (zona Norte),Casa em condomínio,938
57,2,2,Rua Taquaruçu,Parque Jabaquara,Apartamento,3088
34,1,1,Rua Ciridião Durval,Vila Paulista,Apartamento,2148
127,3,2,Rua Nhandeara,Vila Carrão,Apartamento,5924
60,1,1,Rua São Bernardo,Cidade Mãe do Céu,Casa,1713
41,2,1,R Emília Pilon,City Bussocaba,Apartamento,1796
125,2,1,Rua Planalto dos Acantilados,Parque Santa Madalena,Casa,1876
150,3,2,Avenida Pedro Bueno,Jabaquara,Casa,3912
30,1,0,Rua Manuel Leiroz,Vila Penteado,Casa,1282
30,1,0,Rua João Gomes Batista,Jardim Cidália,Apartamento,1698
29,1,0,Avenida Mazzei,Vila Mazzei,Apartamento,1255
250,3,3,Rua Conde Luiz Zunta,Jardim Santa Cruz (campo Grande),Casa,2898
192,4,2,Rua Francisca Emília,Vila Firmiano Pinto,Casa,5337
280,3,4,Alameda das Boninas,Mirandópolis,Apartamento,11380
73,3,1,Rua Edmundo Juventino Fuentes,Parque Tomas Saraiva,Apartamento,2824
28,1,0,Rua Bartholomeu do Canto,Vila Palmeiras,Apartamento,1773
42,2,1,Rua Herculano de Freitas,Bela Vista,Apartamento,4771
55,2,1,Avenida Curió,Campanário,Apartamento,2076
12,1,0,Rua Borges Lagoa,Vila Clementino,Studio e kitnet,1613
185,3,2,Rua São Benedito,Santo Amaro,Apartamento,10430
27,1,0,Avenida Cásper Líbero,Centro,Studio e kitnet,2577
69,2,1,Rua Joseph Nigri,Várzea da Barra Funda,Apartamento,5684
40,1,0,Praça Doutor Mário Margarido,Liberdade,Apartamento,1381
35,1,1,Rua Professor José Horácio Meirelles Teixeira,Vila Suzana,Studio e kitnet,2340
30,1,1,Rua Lisboa,Pinheiros,Studio e kitnet,4091
62,1,0,Rua Conde de São Joaquim,Bela Vista,Apartamento,3603
21,1,0,Rua Messias dos Reis Costa,Vila Nova Cachoeirinha,Studio e kitnet,935
132,2,2,Rua das Pitangueiras,Jardim,Casa,3394
37,1,1,Avenida Salgado Filho,Centro,Apartamento,2238
63,2,2,Rua Aracuípe,Jardim Prudência,Apartamento,5320
75,2,0,Praça Quatorze Bis,Bela Vista,Apartamento,4035
80,2,1,Rua Simão Álvares,Pinheiros,Apartamento,6122
75,2,1,Rua Isidoro de Laet,Água Fria,Casa,2165
36,2,0,Avenida Doutor Felipe Pinel,Vila Pirituba,Apartamento,1848
45,2,1,Avenida Professor Miguel Franchini Neto,Loteamento City Jaragua,Apartamento,2522
65,2,1,Rua Ibirajá,Vila Guarani (z Sul),Apartamento,3459
300,3,6,Rua Pantojo,Vila Regente Feijó,Casa,10330
37,1,0,Rua Abelardo Pinto,Centro,Studio e kitnet,1688
40,2,1,Rua Petrobrás,Vila Antonieta,Apartamento,1587
98,1,1,Rua Harmonia,Vila Madalena,Apartamento,12640
80,2,0,Rua Vinte E Oito de Setembro,Vila Dom Pedro I,Casa,2502
63,2,2,Rua Regino Aragão,Vila Moinho Velho,Apartamento,3512
125,2,1,Rua Joaquim Norberto,Santana,Casa,5472
125,3,2,Rua Barão de Capanema,Cerqueira César,Apartamento,10980
150,4,2,Rua da Gávea,Vila Maria,Casa,4742
60,1,0,Rua Dona Amélia Rufina,Vila Água Funda,Casa,1460
78,3,1,Rua Engenheiro Antônio Jovino,Vila Andrade,Apartamento,3286
61,2,1,Avenida Vila Ema,Vila Prudente,Apartamento,3251
30,1,0,Rua Conselheiro Ramalho,Bela Vista,Studio e kitnet,1785
48,2,1,Rua Catumbi,Catumbi,Studio e kitnet,3539
49,2,0,Avenida Morais Costa,Vila Industrial,Apartamento,2269
35,1,1,Rua Campevas,Perdizes,Apartamento,2837
265,3,5,Avenida Álvaro Ramos,Quarta Parada,Casa,9043
85,3,1,Rua Elias Antônio Zogbi,Santo Amaro,Apartamento,6680
316,4,5,Rua Corgie Assad Abdalla,Vila Sônia,Casa,8919
130,3,2,Rua José Gonçalves Galeão,Jardim Avelino,Apartamento,7521
39,1,0,Rua Doutor Luís Barreto,Bela Vista,Apartamento,1823
35,1,0,Rua Soldado Paulo Emídio Pereira,Jardim Japao,Casa,809
55,2,1,Rua Celso Ramos,Vila Andrade,Apartamento,3508
71,3,2,Rua Francisco Bayardo,Perdizes,Apartamento,6017
38,1,0,Rua Antônio Tavares Velho,Jardim Raposo Tavares,Studio e kitnet,980
62,2,1,Avenida Miguel Yunes,Usina Piratininga,Apartamento,3549
250,3,2,Rua Japuruchitá,Alto da Mooca,Casa,6455
100,3,0,Rua João Rudge,Casa Verde,Casa,2285
115,2,2,Rua Doutor Antônio Barbosa Bueno,Vila Sônia,Casa,5420
39,1,1,Rua Fábio Lopes dos Santos Luz,Vila Andrade,Studio e kitnet,3772
120,3,2,Rua Jorge Fares,Jardim São Luís,Casa em condomínio,4851
40,2,1,Rua Carlos Magalhães,Parque Reboucas,Apartamento,2615
32,2,0,Rua Edvard Carmilo,Jardim Celeste,Apartamento,1569
400,4,3,Rua Guapiaçu,Vila Clementino,Casa,16640
36,1,1,Rua Anhaia,Bom Retiro,Studio e kitnet,3579
58,2,1,Rua Cachoeira do Sul,Jaguará,Apartamento,2532
55,1,1,Rua Pamplona,Jardim Paulista,Apartamento,3956
50,1,0,Rua Cristóvão Bezerra Dantas,Parque Vitória,Casa,601
151,3,2,Rua José Maria Lisboa,Jardim Paulista,Apartamento,14380
50,2,1,Rua Ibaial,Chácara do Vovó,Apartamento,1599
51,1,1,Rua Jaceru,Vila Gertrudes,Apartamento,4438
102,3,1,Rua Doutor Fausto Ferraz,Bela Vista,Apartamento,8678
55,2,1,Avenida Parada Pinto,Vila Nova Cachoeirinha,Apartamento,3803
57,2,1,Avenida Emílio Ribas,Jardim Tijuco,Apartamento,2568
95,2,0,Rua Nova Jerusalém,Chácara Santo Antônio (zona Leste),Apartamento,2227
40,1,1,Rua Vergueiro,Vila Mariana,Apartamento,4862
28,1,0,Rua Luís Gama,Cambuci,Apartamento,2014
55,2,1,Rua Santa Izabel,Vila Augusta,Studio e kitnet,3053
268,4,2,Avenida Angélica,Consolação,Apartamento,8707
30,1,0,Rua Brigadeiro Tobias,Centro,Studio e kitnet,2905
254,3,3,Rua Carlos Steinen,Paraíso,Apartamento,14910
56,2,1,Rua Antero de Quental,Vila Santa Clara,Apartamento,3246
80,2,2,Rua Adolfino de Arruda Castanho,Vila Dinorah,Casa,2694
60,1,1,Rua Doutor Mário Ferraz,Jardim Paulistano,Apartamento,7581
208,5,2,Avenida Adolfo Coelho,Lauzane Paulista,Casa,4526
136,3,1,Rua Bela Cintra,Consolação,Apartamento,7083
35,1,0,Rua Silveira Bueno,Chácara Califórnia,Studio e kitnet,1651
92,2,2,Rua Josefina Luíse de Moraes,Jardim Maria Rosa,Casa,2518
74,3,2,Rua Manoel Bernardo Medeiros,Macedo,Apartamento,3338
240,3,3,Rua Monte Alto,Cidade Mãe do Céu,Casa,5025
90,3,0,Rua Salvador Sala,Piqueri,Casa,1704
110,3,2,Rua Dália,Jardim das Flores,Casa,4350
135,3,2,Rua Ascenso Ribeiro,Vila Morse,Casa,4305
38,2,0,Rua Valson Lopes,Vila Butantã,Apartamento,3435
29,1,0,Avenida Guapira,Tucuruvi,Apartamento,2527
90,3,0,Rua Tonelero,Vila Ipojuca,Casa,2751
52,2,0,Avenida Basiléia,Lauzane Paulista,Apartamento,2079
240,3,2,Rua Marechal Deodoro,Santo Amaro,Apartamento,14550
34,1,1,Rua Doutor Chibata Miyakoshi,Paraíso do Morumbi,Studio e kitnet,4613
107,2,1,Avenida Nova Cantareira,Tucuruvi,Apartamento,2496
130,3,1,Avenida Lins de Vasconcelos,Cambuci,Casa,4028
25,1,0,Rua das Dálias,Vila Bela,Apartamento,1344
170,1,2,Avenida Barão de Monte Mor,Real Parque,Apartamento,10740
99,3,2,Rua Serra de Botucatu,Vila Gomes Cardim,Apartamento,7451
50,1,1,Rua Padre Lebret,Jardim Leonor,Studio e kitnet,10550
49,1,0,Rua Domingos Paiva,Brás,Apartamento,5158
220,3,3,Rua Apuru,Vila Prudente,Casa,2542
56,1,0,Rua Bom Pastor,Ipiranga,Apartamento,3276
90,2,0,Rua Pedro de Resende,Tatuapé,Casa,2488
40,1,0,Rua Doutor Nogueira Martins,Vila da Saúde,Casa,2085
240,6,3,Avenida Doutor Alberto de Oliveira Lima,Vila Tramontano,Casa,6509
103,2,1,Rua Marcus Pereira,Vila Suzana,Apartamento,4596
45,1,1,Alameda Joaquim Eugênio de Lima,Jardim Paulista,Apartamento,3986
35,2,0,Rua Luiz Porrio,Bela Vista,Apartamento,2577
58,2,1,Rua Coronel Pedro Dias de Campos,Chácara Seis de Outubro,Casa em condomínio,3070
417,6,3,Rua Francisco Polito,Vila Prudente,Casa,12150
110,2,1,Rua do Manifesto,Ipiranga,Casa,3040
67,2,1,Rua Macaé,Jardim Barbosa,Apartamento,2160
90,2,1,Rua José Debieux,Santana,Apartamento,3506
47,2,1,Rua Professor José Soares de Mello,Jardim Centenário,Apartamento,1696
20,1,0,Rua José de Sampaio Leite,Jardim Oriental,Studio e kitnet,997
36,1,0,Rua Galeno de Castro,Jurubatuba,Apartamento,3068
50,2,1,Rua Inhambú,Vila Uberabinha,Apartamento,4077
