address,district,area,bedrooms,garage,type,rent,total
Avenida Portugal,Centro,43,1,1,Apartamento,2000,3894
Rua Brigadeiro Tobias,Centro Histórico de São Paulo,42,1,1,Apartamento,1950,2476
Rua Vergueiro,Vila Firmiano Pinto,65,1,0,Apartamento,1596,1787
Alameda Grajaú,Alphaville Industrial,96,3,1,Apartamento,3000,4035
Rua Vieira de Morais,Campo Belo,57,1,1,Apartamento,4000,5198
Rua Nebraska,Brooklin Novo,65,2,1,Apartamento,3120,4692
Rua Manuel Simões de Medeiros,Vila Paulo Silas,125,2,4,Casa,2670,2782
Rua Jaguarão,Cidade Vargas,300,4,6,Casa,5600,6298
Rua Avinhao,Jardim das Maravilhas,50,2,1,Apartamento,1460,1606
Rua Amaral Gurgel,Vila Buarque,35,2,0,Apartamento,1500,2308
"Rua Fortunato Ferraz, 320 - Vila Anastácio, São Paulo - Sp, 05093-000, Brasil",Vila Anastácio,50,2,1,Apartamento,2350,3148
Rua Jubair Celestino,Presidente Altino,38,2,1,Apartamento,2400,2892
Avenida Cupecê,Jardim Prudência,33,1,0,Apartamento,1100,1359
Rua Atuaí,Vila Esperança,49,2,1,Apartamento,2000,2860
Rua Cavour,Vila Prudente,40,2,0,Apartamento,1850,2121
Av. Gen. Valdomiro de Lima,Jabaquara,60,2,1,Apartamento,2580,2879
Rua Cecilia,Vila Esperança,94,2,3,Casa,2650,2762
Rua das Jabuticabeiras,Cidade Jardim,420,4,2,Casa,13000,20380
Avenida dos Imarés,Moema,91,2,2,Apartamento,6500,8331
Rua Eugênio Lorenzetti,Jardim Iris,59,2,1,Apartamento,2900,3434
Rua Araguari,Moema,48,1,1,Apartamento,3700,5568
Rua Vicente Alves da Silva,Jardim Roberto,50,2,1,Apartamento,2200,3022
Rua Doutor Elias Chaves,Campos Elíseos,65,2,1,Apartamento,2160,3223
Rua Ouro Branco,Jardim Paulista,38,1,1,Apartamento,1850,3249
Rua São Quirino,Vila Guilherme,36,2,1,Apartamento,1700,2243
Avenida Mariana Caligiori Ronchetti,Jardim Peri,43,1,0,Casa,550,684
Rua Sebastião Paes,Campo Belo,85,2,1,Apartamento,2750,4192
Avenida Portugal,Jardim Bela Vista,44,1,1,Apartamento,4600,4854
Rua Fiandeiras,Vila Olímpia,42,1,1,Apartamento,2300,4056
Avenida Doutor Guilherme Dumont Vilares,Jardim Londrina,96,2,2,Apartamento,4100,6086
Avenida Raimundo Pereira de Magalhães,Jardim Íris,50,1,1,Apartamento,2500,3161
Rua Pérsia,Parque das Nações,37,1,0,Apartamento,900,985
Rua João Agostinho,Vila Paulistania,65,2,1,Casa,1400,1460
Rua Bela Cintra,Consolação,35,1,0,Apartamento,2960,3824
Rua Ouvidor Peleja,Vila Mariana,70,1,1,Casa,2000,2290
Rua Dom Estevão Pimentel,Chácara Belenzinho,86,2,2,Casa em condomínio,2197,2720
Rua da Consolação,Cerqueira César,28,1,1,Studio e kitnet,2350,3255
Rua Cunha Horta,Consolação,30,1,0,Apartamento,1600,1695
Avenida Cásper Líbero,Centro,42,1,0,Studio e kitnet,1700,2194
Rua Aurora,Santa Efigênia,33,1,0,Studio e kitnet,900,1339
Rua Princesa Isabel,Brooklin Paulista,152,3,2,Apartamento,6500,9774
Rua Luís de França Júnior,Vila Nova Caledonia,250,4,5,Casa em condomínio,10000,13210
Rua São João Batista,Cambuci,102,2,0,Apartamento,1850,2221
Rua Dom Constantino Barradas,Vila Gumercindo,64,2,1,Apartamento,3300,4130
Alameda Itapecuru,Alphaville Centro Industrial E Empresarial/alphaville.,61,1,2,Apartamento,2700,3619
Rua das Palmeiras,Gopoúva,51,2,1,Apartamento,1220,1657
Avenida Curió,Campanário,44,2,1,Apartamento,1700,2266
Viaduto Dona Paulina,Centro Histórico de São Paulo,40,1,0,Studio e kitnet,1324,1843
Rua Campos Vergueiro,Vila Anastácio,59,2,1,Apartamento,2800,3538
Rua General Calado,Vila Regente Feijó,300,3,5,Casa,5800,6521
Avenida Tucunaré,Tamboré,77,3,2,Apartamento,2381,3102
Avenida Inácio Cunha Leme,Jardim Ipanema (zona Sul),378,6,3,Casa,11250,12350
Rua Aristides Jofre,Casa Verde Alta,58,2,1,Apartamento,1250,1942
Rua França Carvalho,Alto da Mooca,280,3,3,Casa,7000,7906
Rua Tapuitinga,Vila Mafra,230,4,4,Casa,4950,5745
Rua Laudelino Vieira de Campos,Jardim Felicidade (zona Oeste),156,2,1,Casa,4500,4864
Rua Bela Cintra,Consolação,119,3,1,Apartamento,11140,13300
Rua José Oscar Abreu Sampaio,Jardim Anália Franco,375,4,4,Apartamento,10900,19260
Rua Sepetiba,Siciliano,85,2,1,Casa em condomínio,3800,4161
Rua Canindezinho,Jardim das Vertentes,20,1,0,Studio e kitnet,970,1008
Rua Dom Sebastião do Rego,Vila Gumercindo,20,1,0,Casa,1100,1147
Rua Visconde de Parnaíba,Brás,36,1,1,Apartamento,2200,2754
Rua Doutor Veiga Filho,Santa Cecilia,43,1,1,Apartamento,2300,3298
Rua Paes de Andrade,Aclimação,119,3,0,Casa,3700,3958
Rua Padre Lebret,Jardim Leonor,87,1,2,Apartamento,4500,6010
Rua Rodrigo Vieira,Jardim Vila Mariana,15,1,0,Studio e kitnet,1150,1232
Rua Arnaldo Cintra,Vila Moreira,49,2,1,Apartamento,1995,2636
Rua Jaíba,Vila Nair,60,1,1,Apartamento,1544,1633
Rua Sincorá,Jardim Umuarama,100,3,2,Apartamento,2754,4504
Rua Oscar Freire,Cerqueira César,55,2,0,Apartamento,3950,5097
Rua Alaor Bronzone,Jardim Casablanca,43,1,0,Apartamento,1310,1360
Rua Doutor Artur Zapponi,Parque Sao Luis,40,1,0,Studio e kitnet,1158,1235
Rua Augusto dos Anjos,Melville Empresarial I E Ii,45,1,1,Apartamento,3300,4046
Rua Cláudio Mendonça,Parque Jabaquara,178,3,2,Casa,2950,3297
Rua Dutra Rodrigues,Luz,26,1,0,Apartamento,1450,1656
Avenida Francisco Vieira Bueno,Vila Primavera,50,1,0,Casa,830,922
Rua Henrique Sertório,Tatuapé,62,1,2,Studio e kitnet,2120,3740
Rua Vinte E Oito de Setembro,Vila Dom Pedro I,27,1,0,Apartamento,2100,2681
Avenida Doutor Bernardino Brito Fonseca de Carvalho,Vila Talarico,45,2,0,Apartamento,1350,1722
Rua Doutor Almeida Lima,Mooca,34,1,0,Apartamento,2125,2352
Rua João Francisco de Moura,Campo Grande,100,3,3,Casa,2490,2815
Rua Ibitirama,Vila Prudente,80,2,1,Apartamento,1015,1814
Rua Correia de Almeida,Jabaquara,240,3,3,Casa,4875,5457
Rua José Justino Pereira,Água Fria,183,4,4,Casa,5000,5512
Avenida Duque de Caxias,Campos Elíseos,39,1,0,Studio e kitnet,1955,2390
Avenida Professor Sylla Mattos,Jardim Santa Cruz (sacomã),54,2,1,Apartamento,1184,1859
Rua José Pereira de Carvalho,Vila Lageado,102,3,2,Apartamento,5000,6332
Rua José Zappi,Vila Prudente,70,2,0,Casa,2000,2265
Rua Clementine Brenne,Morumbi,36,2,0,Apartamento,1690,2055
Rua Francisco Pedro do Amaral,Jaguaré,60,1,0,Casa,1080,1325
Rua Cidade Lion,Jardim Anny,58,2,1,Apartamento,1840,2450
Rua Maracá,Vila Guarani (z Sul),76,2,1,Apartamento,4000,5103
Alameda Mamoré,Alphaville Industrial,170,3,2,Apartamento,5910,8169
Rua Augusto dos Anjos,Melville Empresarial Ii,81,3,1,Apartamento,5000,6038
Avenida Engenheiro Heitor Antônio Eiras Garcia,Jardim Esmeralda,40,2,0,Apartamento,1500,1958
Avenida José Galante,Vila Suzana,76,1,2,Apartamento,6900,9086
Rua Salvador Caruso,Vila Ipojuca,57,2,2,Apartamento,2550,3809
Rua Vilar de Figos,Vila Nova das Belezas,24,1,0,Apartamento,1200,1637
Rua Orfanato,Vila Prudente,85,2,0,Apartamento,1240,2175
Largo do Paissandu,Centro,110,2,0,Apartamento,1700,2533
Rua Paulo Martinez,Jardim Seckler,52,1,0,Apartamento,1035,1093
Rua Doutor Bento Teobaldo Ferraz,Várzea da Barra Funda,40,2,0,Apartamento,2350,2782
Avenida Itaboraí,Bosque da Saúde,55,2,1,Apartamento,2300,3396
Avenida José Galante,Vila Andrade,220,4,4,Apartamento,8250,11800
Rua dos Andradas,Santa Ifigênia,40,1,0,Studio e kitnet,1000,1354
Rua Balsa,Freguesia do Ó,59,2,1,Apartamento,2800,3335
Rua Conde de Porto Alegre,Campo Belo,370,4,5,Casa,15000,17160
Rua Barros Sobrinho,Vila Ema,60,2,1,Apartamento,2900,3898
Rua Renascença,Vila Congonhas,29,1,1,Apartamento,3215,4276
Rua Ministro Jesuíno Cardoso,Chácara Itaim,100,3,2,Casa em condomínio,7270,7908
Rua Caruso,Vila Alpina,124,2,1,Casa,2426,2666
Avenida Aratãs,Indianópolis,48,1,1,Apartamento,2300,2830
Rua Serra de Bragança,Vila Gomes Cardim,35,1,1,Studio e kitnet,2449,3151
Rua dos Povoadores,Vila Antonina,30,1,0,Apartamento,1500,1608
Avenida Radialista Manoel de Nóbrega,Adalgisa,360,3,3,Casa,5030,5924
Rua Tomé Portes,Vila Dom Pedro Ii,50,2,1,Apartamento,4210,5300
Rua Luiz Antônio Gonçalves,Vila Campanela,25,1,0,Studio e kitnet,1000,1248
Rua Mossoró,Vila Nova,37,1,0,Casa em condomínio,900,938
Rua Cândido Lacerda,Vila Regente Feijó,12,1,2,Apartamento,9136,9499
Rua Conselheiro Moreira de Barros,Santana,328,3,4,Apartamento,11000,14560
Rua Ulisses Cruz,Tatuapé,34,2,0,Apartamento,1700,2246
Rua Maria Zélia,Piqueri,41,1,1,Casa,1550,1624
Rua Brasília,Rudge Ramos,75,1,1,Casa,1000,1112
Avenida das Cerejeiras,Jardim Japao,60,2,0,Apartamento,1820,1950
Rua Leôncio de Carvalho,Paraíso,65,2,0,Apartamento,2800,3484
Rua Amandaú,Parada Inglesa,37,1,0,Apartamento,2500,2916
Rua Alméria,Vila Granada,34,1,0,Apartamento,1190,1386
Rua da Consolação,Cerqueira César,109,1,1,Apartamento,5500,8595
Rua Engenheiro Américo da Graça Martins,Jardim Monte Azul,39,2,0,Apartamento,1700,1999
Rua Croata,Lapa,67,2,2,Apartamento,5330,6694
Rua Martim Afonso,Belenzinho,40,1,1,Apartamento,1600,2220
Rua Major Quedinho,Centro,49,1,1,Apartamento,3750,4887
Rua Martins Fontes,Centro,153,3,0,Apartamento,3200,5006
Rua Doutor César,Santana,55,1,0,Apartamento,1550,2035
Avenida Washington Luís,Santo Amaro,42,1,0,Apartamento,1450,1950
Travessa Nossa Senhora das Neves,Vila Gustavo,55,1,0,Casa,1450,1595
Rua Conselheiro Furtado,Liberdade,30,1,0,Studio e kitnet,2198,2682
Avenida Júlio Buono,Vila Gustavo,40,2,0,Apartamento,1600,1762
Rua Álvaro de Carvalho,Centro Histórico de São Paulo,47,1,0,Apartamento,3500,4171
Avenida Benjamin Harris Hunnicutt,Portal dos Gramados,49,2,1,Apartamento,1605,2338
Rua Martinho Prado,Bela Vista,41,1,0,Apartamento,1300,1929
Travessa Gaspar Brebos,Vila Pereira Barreto,26,1,0,Casa,950,990
Rua Rego Freitas,República,26,1,0,Apartamento,2000,2105
Rua Barralhara,Cidade Antônio Estevão de Carvalho,40,1,1,Casa,1300,1502
Alameda Joaquim Eugênio de Lima,Jardim Paulista,136,1,1,Apartamento,6335,8898
Rua Osiris Magalhães de Almeida,Jardim Londrina,100,1,1,Casa,2500,2686
Rua Guarará,Jardim Paulista,50,1,1,Apartamento,5300,6739
Alameda Franca,Jardim Paulista,125,3,1,Apartamento,7760,8059
Rua Aurélia,Vila Romana,83,2,1,Apartamento,4100,5061
Avenida Diógenes Ribeiro de Lima,Alto de Pinheiros,57,2,0,Apartamento,2450,3505
Rua Adolfo Schnabel,Vila Ema,54,1,0,Apartamento,1600,1962
Rua Artur Prado,Bela Vista,26,1,0,Studio e kitnet,3000,3600
Rua Adalberto Kemeny,Parque Industrial Tomas Edson,47,0,1,Apartamento,2330,3190
Rua Paulo Orozimbo,Cambuci,164,2,2,Apartamento,4600,6664
Rua Clemente Pereira,Ipiranga,41,1,1,Apartamento,1981,2798
Rua Padre Manuel Bernardes,Vila Nova Manchester,45,2,1,Apartamento,1310,2602
Rua Sousa Rocha,Chácara Belenzinho,40,2,0,Apartamento,1200,1447
Rua Cambuci do Vale,Cidade Dutra,189,4,2,Apartamento,8600,10580
Rua Visconde de Itaboraí,Vila Azevedo,90,4,2,Apartamento,4800,6985
Alameda Tietê,Cerqueira César,82,1,2,Studio e kitnet,8500,10720
Rua Edward Joseph,Vila Suzana,57,2,2,Apartamento,1363,2159
Rua Maria Pais de Barros,Vila Marari,130,2,2,Casa,2730,2924
Rua Conde de São Joaquim,Bela Vista,73,2,1,Apartamento,2300,3142
Rua Carlos Petit,Vila Mariana,25,1,0,Studio e kitnet,2500,3058
Rua Alves Guimarães,Pinheiros,43,1,1,Apartamento,3900,4865
Rua das Flechas,Vila Santa Catarina,302,4,3,Casa,6250,7423
Estrada das Violetas,Santa Maria,44,2,1,Apartamento,950,1383
Rua Martiniano de Carvalho,Bela Vista,30,1,1,Apartamento,2100,3161
Avenida Jabaquara,Mirandópolis,30,1,0,Studio e kitnet,2950,3534
Rua Henrique Fausto Lancellotti,Nova Piraju,42,1,1,Apartamento,3628,5242
Alameda Eduardo Prado,Campos Elíseos,32,1,1,Apartamento,1428,1952
Rua Tomé de Lara,Tucuruvi,40,2,0,Apartamento,2200,2284
Rua Bom Sucesso,Cidade Mãe do Céu,70,2,0,Casa,2000,2301
Rua Tebas,Jardim Brasil (zona Sul),83,2,2,Apartamento,5625,7246
Rua Francisco Rossano,Sítio da Figueira,44,2,1,Apartamento,1500,1958
Rua Conde Prates,Parque da Mooca,72,2,1,Apartamento,2990,4012
Rua Francisco Preto,Vila Morse,146,3,2,Apartamento,5000,7262
Rua Doutor José de Queirós Aranha,Vila Mariana,92,3,0,Apartamento,4000,5079
Avenida Nove de Julho,Bela Vista,50,2,0,Apartamento,1250,2018
Rua Guirá-acangatara,Jardim São Francisco (zona Leste),47,2,1,Apartamento,1800,2189
Rua País Natal,Jardim Filhos da Terra,101,2,0,Apartamento,7690,7987
Rua Jacatirão,Santo Amaro,380,4,4,Casa,11250,12130
Rua Cidade de Bagdá,Vila Mira,60,2,1,Apartamento,1530,2193
Rua Salvador Tolezano,Parque Mandaqui,65,2,1,Apartamento,1650,2183
Rua José Bernardo Pinto,Vila Guilherme,53,2,0,Apartamento,1200,1547
Rua Bandeira Paulista,Itaim Bibi,54,1,1,Apartamento,4400,5611
Avenida Padre Lebret,Jardim Leonor,47,1,1,Apartamento,4100,5152
Avenida Washington Luís,Santo Amaro,170,4,3,Apartamento,5600,7937
Avenida Piassanguaba,Planalto Paulista,27,1,0,Casa,1200,1343
Largo Senador Raul Cardoso,Vila Mariana,179,3,2,Apartamento,8000,10990
Marcelo Muller,Jardim Independência,25,1,0,Studio e kitnet,750,779
Avenida Pau Brasil,Cidade das Flores,212,3,2,Casa,5810,6107
Rua Jucuruçu,Parada Xv de Novembro,47,2,1,Apartamento,1150,1414
Avenida Moaci,Planalto Paulista,60,2,0,Casa,2368,2747
Rua Ribeirão Branco,Vila Bertioga,39,2,1,Apartamento,2590,2823
Rua Major Quedinho,Centro,30,1,0,Studio e kitnet,1751,2319
Rua São Benedito,Santo Amaro,157,3,2,Apartamento,4220,6306
Rua General Calado,Vila Regente Feijó,220,3,3,Apartamento,3900,7618
Rua Alexandre Rider,Jardim Raposo Tavares,130,3,2,Casa,3000,3311
Rua Barata Ribeiro,Bela Vista,25,1,1,Apartamento,1500,2282
Rua Doutor Falcão Filho,Centro Histórico de São Paulo,42,1,0,Apartamento,1000,1538
Rua Antônio Pinto do Rêgo Freitas,Jardim Boa Vista (zona Oeste),130,6,3,Studio e kitnet,3000,3200
Rua Treze de Maio,Bela Vista,106,2,1,Apartamento,9900,11470
Rua Alexandre Rapin,Jardim Sao Saverio,50,2,1,Apartamento,1040,1770
Rua Mercedes Salano Castineiras,Jardim Patente Novo,58,2,1,Apartamento,1765,2459
Rua Mateus García,Vila Irmãos Arnoni,90,2,2,Casa em condomínio,2400,2827
Rua Caminha de Amorim,Alto de Pinheiros,151,2,0,Casa,15000,16140
Rua Antônio Gomes Ferreira,Parque Fongaro,34,2,0,Studio e kitnet,1100,1360
Rua Bartira,Perdizes,30,1,0,Studio e kitnet,3100,3765
Rua Almirante Brasil,Mooca,50,2,1,Apartamento,1700,2424
Rua Moxei,Lapa de Baixo,380,4,2,Casa,3050,3800
Rua Casa do Ator,Vila Olímpia,37,1,1,Studio e kitnet,3696,4620
Avenida Vereador José Diniz,Santo Amaro,42,1,1,Apartamento,3290,4101
Rua Coronel João Gabi,Jabaquara,370,3,3,Casa,6780,7581
Avenida Coronel Sezefredo Fagundes,Tucuruvi,100,3,3,Apartamento,2160,2581
Alameda Franca,Jardim Paulista,150,3,1,Apartamento,8000,11310
Rua Afonso Célso Figueiredo,Jardim Montreal,197,2,3,Casa,3600,3898
Rua Vergueiro,Vila Firmiano Pinto,56,2,1,Apartamento,1650,2552
Rua Bandeira Paulista,Itaim Bibi,45,1,0,Apartamento,5500,7584
Rua Tília,Jardim das Flores,49,1,0,Casa,930,974
Avenida Professor Ascendino Reis,Vila Clementino,26,1,0,Studio e kitnet,2790,3366
Rua Nhu-guaçu,Nova Piraju,60,2,1,Apartamento,7500,9157
Rua José Henrique,Vila Guilherme,35,1,0,Apartamento,950,1237
Avenida João Peixoto Viegas,Vila Constancia,74,3,2,Apartamento,2660,3829
Rua Coronel Joaquim Antônio Dias,Tatuapé,29,1,0,Studio e kitnet,1800,2208
Rua Adolfo Schnabel,Vila Ema,26,1,0,Apartamento,1200,1488
Rua Doutor Seng,Bela Vista,80,2,0,Apartamento,3060,3690
Rua Diogo Jácome,Vila Nova Conceição,50,1,1,Studio e kitnet,4800,6681
Avenida Rio de Janeiro,Vila Bremen,49,2,1,Apartamento,1170,1614
Rua Monsenhor Francisco de Paula,Vila Aricanduva,46,2,0,Apartamento,1799,1928
Avenida Onze de Junho,Vila Clementino,34,1,0,Apartamento,2266,2787
Rua Major Quedinho,Bela Vista,34,1,0,Studio e kitnet,1690,2035
Avenida Nove de Julho,Bela Vista,68,1,1,Apartamento,2000,2443
Rua Clodomiro de Oliveira,Parque Reboucas,44,2,1,Apartamento,3520,3985
Rua Valdir Niemeyer,Sumaré,30,1,0,Studio e kitnet,4500,5176
Rua da Consolação,Cerqueira César,91,2,0,Apartamento,3800,5050
Rua Elza Guimarães,Vila Amália (zona Norte),48,2,0,Apartamento,1100,1542
Rua Pires de Campos,Alto da Mooca,34,2,0,Apartamento,1795,2334
Rua Martiniano de Carvalho,Bela Vista,52,2,1,Apartamento,4300,5118
Rua Franklin do Amaral,Vila Nova Cachoeirinha,47,2,1,Apartamento,2220,2765
Rua João Alfredo,Santo Amaro,38,2,0,Apartamento,2100,2547
Avenida Rubens Fraga de Toledo Arruda,Engenheiro Goulart,45,1,0,Casa,1200,1251
Rua Janguruçu,Parque da Mooca,37,1,0,Studio e kitnet,2040,2318
Rua Manuel da Nóbrega,Paraíso,112,2,1,Apartamento,5500,7656
Avenida Brigadeiro Luís Antônio,Bela Vista,38,1,0,Apartamento,1248,1736
Avenida Cerejeiras,Jardim Japão,58,2,1,Apartamento,1700,2571
Passagem Francisco Gomes de Morães,Vila Yolanda,195,4,1,Casa,2130,2393
Rua Bueno de Andrade,Aclimação,40,1,0,Apartamento,1620,2168
Rua Engenheiro José Bueno Bicalho,Jardim Vergueiro (sacomã),55,2,1,Apartamento,2125,2204
Rua Doutor Fleury Silveira,Vila Santa Maria,44,2,1,Apartamento,1650,2232
Rua Cajaíba,Vila Pompéia,60,1,0,Apartamento,2009,2447
Rua Professora Jessie Martins Valdrigue,Jardim Oriental,110,3,1,Casa,2950,3075
Rua Amarais,Vila Carrão,120,3,0,Casa,2550,2744
Avenida José Galante,Vila Suzana,100,2,2,Apartamento,4000,5401
Avenida dos Eucaliptos,Indianópolis,90,3,2,Apartamento,6500,8302
Travessa Carlos Ramirez,Vila Água Funda,54,1,1,Casa,1500,1563
Rua da Fonte,Jardim Bela Vista,75,2,2,Apartamento,2500,3316
Avenida Ômega,Empresarial 18 do Forte,86,1,1,Apartamento,9000,10150
Rua Barata Ribeiro,Bela Vista,19,1,0,Studio e kitnet,4000,4654
Rua Baía Grande,Vila Bela,40,1,1,Casa,1100,1177
Rua Izabel de Oliveira,Piqueri,100,2,0,Casa,1680,1851
Avenida Elísio Teixeira Leite,Vila Brasilândia,75,2,1,Casa,2400,2545
Rua dos Estudantes,Liberdade,41,1,0,Studio e kitnet,1275,2118
Rua Ulisses Cruz,Tatuapé,25,1,0,Studio e kitnet,1840,2286
Rua Ibitirama,Vila Prudente,33,1,0,Studio e kitnet,1900,2612
Rua Cayowaá,Perdizes,72,2,1,Apartamento,5000,5964
Rua Bartolomeu de Gusmão,Vila Mariana,44,1,1,Apartamento,2222,2906
Avenida Conceição,Carandiru,70,2,1,Apartamento,4366,5266
Rua Dona Vicentina Alegretti,Penha de França,38,2,1,Apartamento,1340,1541
Avenida Mofarrej,Vila Leopoldina,70,2,1,Apartamento,3400,4190
Alameda das Tulípas,Residencial Cinco (alphaville),385,4,6,Apartamento,13600,15380
Avenida Jabaquara,Mirandópolis,62,2,1,Apartamento,4500,5891
Rua Pedro Inácio Araujo,Vila São Silvestre,239,4,2,Casa em condomínio,4100,5631
Rua Visconde Parnaíba,Brás,45,1,1,Apartamento,2200,2831
Rua Visconde da Luz,Vila Nova Conceição,67,1,1,Apartamento,4500,7391
Rua Doutor Jesuíno Maciel,Campo Belo,124,2,1,Apartamento,2816,4719
Rua Shikazo Myai,Cidade São Francisco,38,1,0,Casa,1640,1835
Rua Venâncio Aires,Pompeia,133,3,1,Apartamento,5000,5193
Rua Sebastiana Vieira,Parque Mandaqui,250,3,3,Casa,4500,4925
Rua Epaminondas Melo do Amaral,Sítio do Mandaqui,59,2,1,Apartamento,2660,3357
Rua João Moura,Pinheiros,56,1,2,Apartamento,5000,6708
Praça Xavier da Silveira,Vila Lúcia Elvira,107,3,2,Apartamento,8000,9359
Rua Mexicana,Vila Endres,52,2,1,Apartamento,1350,1889
Rua Murutinga do Sul,Chácara Santo Antônio (zona Leste),80,3,1,Apartamento,2500,3472
Rua Jaboatão,Casa Verde,130,3,0,Casa,2500,2773
Rua Girassol,Vila Madalena,25,1,0,Studio e kitnet,2600,3334
Avenida do Cursino,Bosque da Saúde,90,2,1,Apartamento,3000,4005
Alameda Santos,Cerqueira César,26,1,1,Apartamento,4500,6635
Rua Saramenha,Sumaré,350,2,1,Casa,5500,5875
Dr Djalma Pinheiro Frranco,Vila Mascote,86,2,2,Apartamento,2900,4216
Rua Quariteré,Parque da Mooca,322,5,5,Casa,8700,10110
Rua Pero Correia,Vila Mariana,42,1,0,Studio e kitnet,1711,2027
Rua Tijuco Preto,Tatuapé,220,4,2,Casa,10000,10990
Avenida Sargento Geraldo Sant’ana,Jardim Taquaral,30,2,1,Apartamento,2200,3001
Rua Hungara,Vila Ipojuca,55,2,1,Apartamento,2990,3964
Rua Olívio Basílio Marçal,Jardim Cirino,53,2,2,Apartamento,2176,2706
Rua Tamoios,Campo Belo,200,3,2,Casa,2830,3200
Rua Ituri,Vila Formosa,48,2,1,Apartamento,1750,2060
Rua Bela Cintra,Consolação,132,3,1,Apartamento,10960,13530
Avenida Tiradentes,Luz,48,2,1,Apartamento,2860,3406
Rua Antonieta Leitão,Nossa Senhora do Ó,60,2,1,Apartamento,1500,2322
Rua 24 de Maio,República,58,1,0,Apartamento,1800,2304
Rua Joaquim Guarani,Jardim das Acacias,36,1,0,Apartamento,3600,4290
Rua Mateus Nunes de Siqueira,Vila Marina,180,3,2,Casa,4125,4325
Rua Professor Bourhan Helou,Jardim Ana Rosa,38,1,0,Casa,890,988
Rua Inês Pereira,Brooklin,70,3,1,Casa,2194,2546
Rua Artur Tescaro,Santo Amaro,110,2,1,Casa,2700,2814
Rua João de Sousa Dias,Campo Belo,200,3,3,Apartamento,9500,13220
Rua Capitão José Machado,Jardim Primavera (zona Norte),40,1,0,Casa,1300,1355
Rua Central,Parque Santo Antônio,52,1,0,Casa,900,934
Rua Caruaru,Vila Ester,100,2,1,Casa,1900,2065
Rua Frei Caneca,Bela Vista,17,1,0,Studio e kitnet,2700,3271
Rua Bueno de Andrade,Liberdade,25,1,0,Apartamento,980,1578
Rua Getúlio Soares da Rocha,Jardim das Acácias,69,2,1,Apartamento,7050,7820
Rua Manuel da Nóbrega,Paraíso,147,3,2,Apartamento,9500,11230
Avenida Pompéia,Vila Pompéia,50,2,2,Apartamento,2880,3999
Rua Marie Nader Calfat,Jardim Ampliação,60,2,1,Apartamento,2684,3728
Rua Dona Vitória Speers,Vila Formosa,264,3,3,Casa,5000,5458
Rua Caramuru,Vila da Saúde,27,1,0,Apartamento,2210,2782
Rua Caraputinga,Vila America,50,2,1,Apartamento,1500,1960
Rua Paulo de Avelar,Vila Dom Pedro Ii,72,2,1,Apartamento,2303,3512
Alameda Barretos,Alphaville,397,3,2,Casa em condomínio,15000,16940
Rua das Tâmaras,Vila Paulista,39,1,1,Apartamento,1610,2401
Rua Paulo Barreto,Vila Barreto,69,2,1,Apartamento,2400,3405
Alameda Mamoré,Alphaville Industrial,154,4,3,Apartamento,6180,7987
Rua Alberto Quatrine Bianchi,Vila Penteado,55,1,1,Casa,1350,1417
Rua Bela Cintra,Consolação,55,1,1,Apartamento,3300,4309
Rua Santo Antônio,Bela Vista,31,2,0,Apartamento,2010,2613
Rua Doutor Ângelo Vita,Tatuapé,26,1,0,Studio e kitnet,1800,2482
Rua Nova York,Brooklin,40,1,1,Apartamento,3800,4699
Rua das Flechas,Vila Santa Catarina,77,3,1,Apartamento,1550,2502
Rua Gil Vicente,Vila Dionisia,60,2,0,Casa,1070,1271
Avenida Bosque da Saúde,Vila da Saúde,20,1,0,Studio e kitnet,1300,1520
Rua Drava,Vila Moinho Velho,40,1,0,Casa,970,1012
Avenida Jaçanã,Guapira,72,3,1,Apartamento,2100,3103
Avenida Mutinga,Vila Pirituba,50,2,1,Casa,1410,1553
Rua Lagoa Panema,Vila Guilherme,60,3,2,Apartamento,6500,7746
Rua Doutor Laerte Setúbal,Vila Suzana,64,2,1,Apartamento,2100,2991
Rua Manuel Onha,Vila Oratório,150,2,2,Casa,3200,3335
Alameda América,Tamboré,224,3,3,Apartamento,11630,14060
Rua Capitão Lorena,Vila Invernada,45,2,0,Apartamento,1700,2108
Avenida Miguel Yunes,Usina Piratininga,74,2,2,Apartamento,3950,4612
Rua Mandu,Vila Granada ,70,3,0,Casa,3000,3486
Rua Conselheiro Brotero,Santa Cecilia,70,2,1,Apartamento,2700,3905
Rua Antônio Gomes Ferreira,Sacomã,32,2,0,Apartamento,1350,1652
Rua José Manso,Vila Matilde,42,2,0,Apartamento,2600,2759
Rua James Junqueira,Vila Trabalhista,140,2,2,Casa,1900,2031
Rua Bela Cintra,Consolação,222,3,2,Apartamento,15000,20920
Rua Indiana,Brooklin Paulista,50,1,1,Apartamento,2600,3370
Rua Domingos da Fonseca,Parque da Mooca,180,3,3,Apartamento,3938,6439
Rua Ciro Costa,Perdizes,30,1,1,Studio e kitnet,2300,3141
Rua Monsenhor Magaldi,Jardim Promissão,150,3,2,Casa,4350,4707
Rua Bento Freitas,República,23,1,0,Studio e kitnet,2700,3153
"R. Evans, São Paulo - Sp, 03648-020, Brasil",Vila Matiilde,55,2,0,Apartamento,1900,2124
Rua Agostinho Gomes,Ipiranga,40,1,0,Casa,1133,1381
Avenida dos Ourives,Jardim São Savério,63,3,1,Apartamento,1460,2018
